"Genes"	"Synonyms"	"Accession-1"	"Accession-2"	"Names"	"Object ID"
"ATG19"		"YOL082W"		"ATG19" // "YOL082W"	"G3O-33485"
"ATG2"		"YNL242W"		"ATG2" // "YNL242W"	"G3O-33239"
"ATG20"		"YDL113C"		"ATG20" // "YDL113C"	"G3O-29513"
"ATG21"		"YPL100W"		"ATG21" // "YPL100W"	"G3O-34003"
"ATG22"		"YCL038C"		"ATG22" // "YCL038C"	"G3O-29297"
"ATG23"		"YLR431C"		"ATG23" // "YLR431C"	"G3O-32490"
"ATG26"	"UGT51" // "UDP-glucose:sterol glucosyltransferase"	"ATG26"		"ATG26" // "UGT51" // "UDP-glucose:sterol glucosyltransferase" // "ATG26"	"YLR189C"
"ATG27"		"YJL178C"		"ATG27" // "YJL178C"	"G3O-31613"
"ATG29"		"YPL166W"		"ATG29" // "YPL166W"	"G3O-34062"
"ATG3"		"YNR007C"		"ATG3" // "YNR007C"	"G3O-33325"
"ATG31"		"YDR022C"		"ATG31" // "YDR022C"	"G3O-29639"
"ATG32"		"YIL146C"		"ATG32" // "YIL146C"	"G3O-31395"
"ATG33"		"YLR356W"		"ATG33" // "YLR356W"	"G3O-32428"
"ATG34"		"YOL083W"		"ATG34" // "YOL083W"	"G3O-33486"
"ATG36"		"YJL185C"		"ATG36" // "YJL185C"	"G3O-31619"
"ATG4"		"YNL223W"		"ATG4" // "YNL223W"	"G3O-33226"
"ATG5"		"YPL149W"		"ATG5" // "YPL149W"	"G3O-34046"
"ATG7"		"YHR171W"		"ATG7" // "YHR171W"	"G3O-31205"
"ATG8"		"YBL078C"		"ATG8" // "YBL078C"	"G3O-28969"
"ATG9"		"YDL149W"		"ATG9" // "YDL149W"	"G3O-29546"
"ATH1"		"ATH1"		"ATH1" // "ATH1"	"YPR026W"
"ATM1"		"YMR301C"		"ATM1" // "YMR301C"	"G3O-32967"
"ATO2"		"YNR002C"		"ATO2" // "YNR002C"	"G3O-33321"
"ATO3"		"YDR384C"		"ATO3" // "YDR384C"	"G3O-29932"
"ATP1"		"YBL099W"		"ATP1" // "YBL099W"	"G3O-28984"
"ATP10"		"YLR393W"		"ATP10" // "YLR393W"	"G3O-32458"
"ATP11"		"YNL315C"		"ATP11" // "YNL315C"	"G3O-33302"
"ATP12"		"YJL180C"		"ATP12" // "YJL180C"	"G3O-31615"
"ATP14"		"YLR295C"		"ATP14" // "YLR295C"	"G3O-32389"
"ATP15"		"YPL271W"		"ATP15" // "YPL271W"	"G3O-34153"
"ATP16"		"YDL004W"		"ATP16" // "YDL004W"	"G3O-29435"
"ATP17"		"YDR377W"		"ATP17" // "YDR377W"	"G3O-29926"
"ATP18"		"YML081C-A"		"ATP18" // "YML081C-A"	"G3O-33009"
"ATP19"		"YOL077W-A"		"ATP19" // "YOL077W-A"	"G3O-33886"
"ATP2"		"YJR121W"		"ATP2" // "YJR121W"	"G3O-31742"
"ATP20"		"YPR020W"		"ATP20" // "YPR020W"	"G3O-34180"
"ATP22"		"YDR350C"		"ATP22" // "YDR350C"	"G3O-29904"
"ATP23"		"YNR020C"		"ATP23" // "YNR020C"	"G3O-33334"
"ATP25"		"YMR098C"		"ATP25" // "YMR098C"	"G3O-32798"
"ATP3"		"YBR039W"		"ATP3" // "YBR039W"	"G3O-29013"
"ATP4"		"YPL078C"		"ATP4" // "YPL078C"	"G3O-33985"
"ATP5"		"YDR298C"		"ATP5" // "YDR298C"	"G3O-29859"
"ATP6"		"Q0085"		"ATP6" // "Q0085"	"G3O-34379"
"ATP7"		"YKL016C"		"ATP7" // "YKL016C"	"G3O-31825"
"ATP8"		"Q0080"		"ATP8" // "Q0080"	"G3O-34378"
"ATR1"		"YML116W"		"ATR1" // "YML116W"	"G3O-32697"
"ATS1"		"YAL020C"		"ATS1" // "YAL020C"	"G3O-28832"
"ATX1"		"YNL259C"		"ATX1" // "YNL259C"	"G3O-33255"
"ATX2"		"YOR079C"		"ATX2" // "YOR079C"	"G3O-33616"
"AUA1"		"YFL010W-A"		"AUA1" // "YFL010W-A"	"G3O-30500"
"AUR1"		"AUR1"		"AUR1" // "AUR1"	"YKL004W"
"AUS1"		"YOR011W"		"AUS1" // "YOR011W"	"G3O-33561"
"AVL9"		"YLR114C"		"AVL9" // "YLR114C"	"G3O-32259"
"AVO1"		"YOL078W"		"AVO1" // "YOL078W"	"G3O-33482"
"AVO2"		"YMR068W"		"AVO2" // "YMR068W"	"G3O-32770"
"AVT1"		"YJR001W"		"AVT1" // "YJR001W"	"G3O-31647"
"AVT2"		"YEL064C"		"AVT2" // "YEL064C"	"G3O-30179"
"AVT3"		"YKL146W"		"AVT3" // "YKL146W"	"G3O-31921"
"AVT4"		"YNL101W"		"AVT4" // "YNL101W"	"G3O-33129"
"AVT5"		"YBL089W"		"AVT5" // "YBL089W"	"G3O-28978"
"AVT6"		"YER119C"		"AVT6" // "YER119C"	"G3O-30283"
"AVT7"		"YIL088C"		"AVT7" // "YIL088C"	"G3O-31348"
"AXL1"		"YPR122W"		"AXL1" // "YPR122W"	"G3O-34261"
"AXL2"		"YIL140W"		"AXL2" // "YIL140W"	"G3O-31391"
"AYR1"	"1-acyl dihydroxyacetone phosphate reductase"	"AYR1"		"AYR1" // "1-acyl dihydroxyacetone phosphate reductase" // "AYR1"	"YIL124W"
"AYT1"		"AYT1"		"AYT1" // "AYT1"	"YLL063C"
"AZF1"		"YOR113W"		"AZF1" // "YOR113W"	"G3O-33642"
"AZR1"		"YGR224W"		"AZR1" // "YGR224W"	"G3O-30905"
"BAG7"		"YOR134W"		"BAG7" // "YOR134W"	"G3O-33658"
"BAP2"		"YBR068C"		"BAP2" // "YBR068C"	"G3O-29037"
"BAP3"		"YDR046C"		"BAP3" // "YDR046C"	"G3O-29659"
"BAR1"		"YIL015W"		"BAR1" // "YIL015W"	"G3O-31291"
"BAS1"		"YKR099W"		"BAS1" // "YKR099W"	"G3O-32061"
"BAT1"	"TWT1" // "ECA39"	"BAT1"		"BAT1" // "TWT1" // "ECA39" // "BAT1"	"YHR208W"
"BAT2"	"ECA40" // "TWT2" // "branched-chain amino acid aminotransferase"	"BAT2"		"BAT2" // "ECA40" // "TWT2" // "branched-chain amino acid aminotransferase" // "BAT2"	"YJR148W"
"BBC1"		"YJL020C"		"BBC1" // "YJL020C"	"G3O-31492"
"BBP1"		"YPL255W"		"BBP1" // "YPL255W"	"G3O-34140"
"BCD1"		"YHR040W"		"BCD1" // "YHR040W"	"G3O-31099"
"BCH1"		"YMR237W"		"BCH1" // "YMR237W"	"G3O-32918"
"BCH2"		"YKR027W"		"BCH2" // "YKR027W"	"G3O-32003"
"BCK1"		"YJL095W"		"BCK1" // "YJL095W"	"G3O-31550"
"BCK2"		"YER167W"		"BCK2" // "YER167W"	"G3O-30328"
"BCP1"		"YDR361C"		"BCP1" // "YDR361C"	"G3O-29911"
"BCS1"		"YDR375C"		"BCS1" // "YDR375C"	"G3O-29925"
"BCY1"		"YIL033C"		"BCY1" // "YIL033C"	"G3O-31305"
"BDF1"		"YLR399C"		"BDF1" // "YLR399C"	"G3O-32463"
"BDF2"		"YDL070W"		"BDF2" // "YDL070W"	"G3O-29482"
"BDH1"	"(2R,3R)-2,3-butanediol dehydrogenase" // "BDH"	"BDH1"		"BDH1" // "(2R,3R)-2,3-butanediol dehydrogenase" // "BDH" // "BDH1"	"YAL060W"
"BDH2"		"YAL061W"		"BDH2" // "YAL061W"	"G3O-28863"
"BDP1"		"YNL039W"		"BDP1" // "YNL039W"	"G3O-33075"
"BDS1"		"YOL164W"		"BDS1" // "YOL164W"	"G3O-33551"
"BEM1"		"YBR200W"		"BEM1" // "YBR200W"	"G3O-29141"
"BEM2"		"YER155C"		"BEM2" // "YER155C"	"G3O-30316"
"BEM3"		"YPL115C"		"BEM3" // "YPL115C"	"G3O-34015"
"BEM4"		"YPL161C"		"BEM4" // "YPL161C"	"G3O-34057"
"BER1"		"YLR412W"		"BER1" // "YLR412W"	"G3O-32474"
"BET1"		"YIL004C"		"BET1" // "YIL004C"	"G3O-31283"
"BET2"		"BET2"		"BET2" // "BET2"	"YPR176C"
"BET3"		"YKR068C"		"BET3" // "YKR068C"	"G3O-32034"
"BET4"		"BET4"		"BET4" // "BET4"	"YJL031C"
"BET5"		"YML077W"		"BET5" // "YML077W"	"G3O-32669"
"BFA1"		"YJR053W"		"BFA1" // "YJR053W"	"G3O-31687"
"BFR1"		"YOR198C"		"BFR1" // "YOR198C"	"G3O-33706"
"BFR2"		"YDR299W"		"BFR2" // "YDR299W"	"G3O-29860"
"BGL2"		"BGL2"		"BGL2" // "BGL2"	"YGR282C"
"BI2"		"Q0110"		"BI2" // "Q0110"	"G3O-34380"
"BI3"		"Q0115"		"BI3" // "Q0115"	"G3O-34381"
"BI4"		"Q0120"		"BI4" // "Q0120"	"G3O-34382"
"BIG1"		"YHR101C"		"BIG1" // "YHR101C"	"G3O-31146"
"BIK1"		"YCL029C"		"BIK1" // "YCL029C"	"G3O-29290"
"BIM1"		"YER016W"		"BIM1" // "YER016W"	"G3O-30201"
"BIO2"		"BIO2"		"BIO2" // "BIO2"	"YGR286C"
"BIO3"		"BIO3"		"BIO3" // "BIO3"	"YNR058W"
"BIO4"		"BIO4"		"BIO4" // "BIO4"	"YNR057C"
"BIO5"		"YNR056C"		"BIO5" // "YNR056C"	"G3O-33362"
"BIR1"		"YJR089W"		"BIR1" // "YJR089W"	"G3O-31716"
"BIT2"		"YBR270C"		"BIT2" // "YBR270C"	"G3O-29191"
"BIT61"		"YJL058C"		"BIT61" // "YJL058C"	"G3O-31521"
"BLI1"		"YKL061W"		"BLI1" // "YKL061W"	"G3O-31859"
"BLM10"		"YFL007W"		"BLM10" // "YFL007W"	"G3O-30449"
"BLS1"		"YLR408C"		"BLS1" // "YLR408C"	"G3O-32470"
"BMH1"		"YER177W"		"BMH1" // "YER177W"	"G3O-30336"
"BMH2"		"YDR099W"		"BMH2" // "YDR099W"	"G3O-29702"
"BMS1"		"YPL217C"		"BMS1" // "YPL217C"	"G3O-34106"
"BMT5"		"YIL096C"		"BMT5" // "YIL096C"	"G3O-31355"
"BMT6"		"YLR063W"		"BMT6" // "YLR063W"	"G3O-32216"
"BNA1"	"HAD1"	"BNA1"		"BNA1" // "HAD1" // "BNA1"	"YJR025C"
"BNA2"		"BNA2"		"BNA2" // "BNA2"	"YJR078W"
"BNA3"		"BNA3"		"BNA3" // "BNA3"	"YJL060W"
"BNA4"		"BNA4"		"BNA4" // "BNA4"	"YBL098W"
"BNA5"		"BNA5"		"BNA5" // "BNA5"	"YLR231C"
"BNA6"	"QPT1" // "nicotinate-nucleotide pyrophosphorylase (carboxylating)"	"BNA6"		"BNA6" // "QPT1" // "nicotinate-nucleotide pyrophosphorylase (carboxylating)" // "BNA6"	"YFR047C"
"BNA7"		"BNA7"		"BNA7" // "BNA7"	"YDR428C"
"BNI1"		"YNL271C"		"BNI1" // "YNL271C"	"G3O-33265"
"BNI4"		"YNL233W"		"BNI4" // "YNL233W"	"G3O-33233"
"BNI5"		"YNL166C"		"BNI5" // "YNL166C"	"G3O-33182"
"BNR1"		"YIL159W"		"BNR1" // "YIL159W"	"G3O-31407"
"BNS1"		"YGR230W"		"BNS1" // "YGR230W"	"G3O-30908"
"BOI1"		"YBL085W"		"BOI1" // "YBL085W"	"G3O-28974"
"BOI2"		"YER114C"		"BOI2" // "YER114C"	"G3O-30278"
"BOP2"		"YLR267W"		"BOP2" // "YLR267W"	"G3O-32367"
"BOP3"		"YNL042W"		"BOP3" // "YNL042W"	"G3O-33078"
"BOR1"		"YNL275W"		"BOR1" // "YNL275W"	"G3O-33269"
"BOS1"		"YLR078C"		"BOS1" // "YLR078C"	"G3O-32229"
"BPH1"		"YCR032W"		"BPH1" // "YCR032W"	"G3O-29346"
"BPL1"	"ACC2" // "biotin-[acetyl-CoA-carboxylase] ligase"	"BPL1"		"BPL1" // "ACC2" // "biotin-[acetyl-CoA-carboxylase] ligase" // "BPL1"	"YDL141W"
"BPT1"		"YLL015W"		"BPT1" // "YLL015W"	"G3O-32120"
"BRE1"		"YDL074C"		"BRE1" // "YDL074C"	"G3O-29485"
"BRE2"		"YLR015W"		"BRE2" // "YLR015W"	"G3O-32176"
"BRE4"		"YDL231C"		"BRE4" // "YDL231C"	"G3O-29610"
"BRE5"		"YNR051C"		"BRE5" // "YNR051C"	"G3O-33357"
"BRF1"		"YGR246C"		"BRF1" // "YGR246C"	"G3O-30921"
"BRL1"		"YHR036W"		"BRL1" // "YHR036W"	"G3O-31096"
"BRN1"		"YBL097W"		"BRN1" // "YBL097W"	"G3O-28983"
"BRO1"		"YPL084W"		"BRO1" // "YPL084W"	"G3O-33990"
"BRR1"		"YPR057W"		"BRR1" // "YPR057W"	"G3O-34209"
"BRR2"		"YER172C"		"BRR2" // "YER172C"	"G3O-30332"
"BRR6"		"YGL247W"		"BRR6" // "YGL247W"	"G3O-30718"
"BRX1"		"YOL077C"		"BRX1" // "YOL077C"	"G3O-33481"
"BSC1"		"YDL037C"		"BSC1" // "YDL037C"	"G3O-29461"
"BSC2"		"YDR275W"		"BSC2" // "YDR275W"	"G3O-29841"
"BSC4"		"YNL269W"		"BSC4" // "YNL269W"	"G3O-33263"
"BSC5"		"YNR069C"		"BSC5" // "YNR069C"	"G3O-33373"
"BSC6"		"YOL137W"		"BSC6" // "YOL137W"	"G3O-33530"
"BSD2"		"YBR290W"		"BSD2" // "YBR290W"	"G3O-29209"
"BSP1"		"YPR171W"		"BSP1" // "YPR171W"	"G3O-34298"
"BST1"		"YFL025C"		"BST1" // "YFL025C"	"G3O-30435"
"BTN2"		"YGR142W"		"BTN2" // "YGR142W"	"G3O-30846"
"BTS1"		"BTS1"		"BTS1" // "BTS1"	"YPL069C"
"BTT1"		"YDR252W"		"BTT1" // "YDR252W"	"G3O-29824"
"BUB1"		"YGR188C"		"BUB1" // "YGR188C"	"G3O-30878"
"BUB2"		"YMR055C"		"BUB2" // "YMR055C"	"G3O-32760"
"BUB3"		"YOR026W"		"BUB3" // "YOR026W"	"G3O-33573"
"BUD13"		"YGL174W"		"BUD13" // "YGL174W"	"G3O-30662"
"BUD14"		"YAR014C"		"BUD14" // "YAR014C"	"G3O-28873"
"BUD16"	"YEL029C"	"YEL029C"		"BUD16" // "YEL029C" // "YEL029C"	"G3O-10"
"BUD17"		"YNR027W"		"BUD17" // "YNR027W"	"G3O-33340"
"BUD2"		"YKL092C"		"BUD2" // "YKL092C"	"G3O-31883"
"BUD20"		"YLR074C"		"BUD20" // "YLR074C"	"G3O-32226"
"BUD21"		"YOR078W"		"BUD21" // "YOR078W"	"G3O-33615"
"BUD22"		"YMR014W"		"BUD22" // "YMR014W"	"G3O-32721"
"BUD23"		"YCR047C"		"BUD23" // "YCR047C"	"G3O-29358"
"BUD25"		"YER014C-A"		"BUD25" // "YER014C-A"	"G3O-30391"
"BUD27"		"YFL023W"		"BUD27" // "YFL023W"	"G3O-30437"
"BUD3"		"YCL014W"		"BUD3" // "YCL014W"	"G3O-29281"
"BUD31"		"YCR063W"		"BUD31" // "YCR063W"	"G3O-29367"
"BUD32"		"YGR262C"		"BUD32" // "YGR262C"	"G3O-30931"
"BUD4"		"YJR092W"		"BUD4" // "YJR092W"	"G3O-31719"
"BUD5"		"YCR038C"		"BUD5" // "YCR038C"	"G3O-29350"
"BUD6"		"YLR319C"		"BUD6" // "YLR319C"	"G3O-32403"
"BUD7"		"YOR299W"		"BUD7" // "YOR299W"	"G3O-33784"
"BUD8"		"YLR353W"		"BUD8" // "YLR353W"	"G3O-32427"
"BUD9"		"YGR041W"		"BUD9" // "YGR041W"	"G3O-30761"
"BUG1"		"YDL099W"		"BUG1" // "YDL099W"	"G3O-29502"
"BUL1"		"YMR275C"		"BUL1" // "YMR275C"	"G3O-32946"
"BUL2"		"YML111W"		"BUL2" // "YML111W"	"G3O-32693"
"BUR2"		"YLR226W"		"BUR2" // "YLR226W"	"G3O-32340"
"BUR6"		"YER159C"		"BUR6" // "YER159C"	"G3O-30320"
"BXI1"		"YNL305C"		"BXI1" // "YNL305C"	"G3O-33292"
"BYE1"		"YKL005C"		"BYE1" // "YKL005C"	"G3O-31815"
"BZZ1"		"YHR114W"		"BZZ1" // "YHR114W"	"G3O-31156"
"CAB1"		"CAB1"		"CAB1" // "CAB1"	"YDR531W"
"CAB2"		"CAB2"		"CAB2" // "CAB2"	"YIL083C"
"CAB3"		"CAB3"		"CAB3" // "CAB3"	"YKL088W"
"CAB4"		"CAB4"		"CAB4" // "CAB4"	"YGR277C"
"CAB5"		"CAB5"		"CAB5" // "CAB5"	"YDR196C"
"CAC2"		"YML102W"		"CAC2" // "YML102W"	"G3O-32686"
"CAD1"		"YDR423C"		"CAD1" // "YDR423C"	"G3O-29964"
"CAF120"		"YNL278W"		"CAF120" // "YNL278W"	"G3O-33270"
"CAF130"		"YGR134W"		"CAF130" // "YGR134W"	"G3O-30840"
"CAF16"		"YFL028C"		"CAF16" // "YFL028C"	"G3O-30432"
"CAF20"		"YOR276W"		"CAF20" // "YOR276W"	"G3O-33765"
"CAF4"		"YKR036C"		"CAF4" // "YKR036C"	"G3O-32008"
"CAF40"		"YNL288W"		"CAF40" // "YNL288W"	"G3O-33278"
"CAJ1"		"YER048C"		"CAJ1" // "YER048C"	"G3O-30227"
"CAK1"		"YFL029C"		"CAK1" // "YFL029C"	"G3O-30431"
"CAM1"		"YPL048W"		"CAM1" // "YPL048W"	"G3O-33961"
"CAN1"		"YEL063C"		"CAN1" // "YEL063C"	"G3O-30178"
"CAP1"		"YKL007W"		"CAP1" // "YKL007W"	"G3O-31817"
"CAP2"		"YIL034C"		"CAP2" // "YIL034C"	"G3O-31306"
"CAR1"	"cargA" // "LPH15"	"CAR1"		"CAR1" // "cargA" // "LPH15" // "CAR1"	"YPL111W"
"CAR2"	"cargB" // "ornithine-oxo-acid aminotransferase"	"CAR2"		"CAR2" // "cargB" // "ornithine-oxo-acid aminotransferase" // "CAR2"	"YLR438W"
"CAT2"	"YCAT"	"CAT2"		"CAT2" // "YCAT" // "CAT2"	"YML042W"
"CAT8"		"YMR280C"		"CAT8" // "YMR280C"	"G3O-32951"
"CAX4"	"CWH8"	"CAX4"		"CAX4" // "CWH8" // "CAX4"	"YGR036C"
"CBC2"		"YPL178W"		"CBC2" // "YPL178W"	"G3O-34073"
"CBF1"		"YJR060W"		"CBF1" // "YJR060W"	"G3O-31693"
"CBF2"		"YGR140W"		"CBF2" // "YGR140W"	"G3O-30844"
"CBF5"		"CBF5"		"CBF5" // "CBF5"	"YLR175W"
"CBK1"		"YNL161W"		"CBK1" // "YNL161W"	"G3O-33177"
"CBP1"		"YJL209W"		"CBP1" // "YJL209W"	"G3O-31637"
"CBP2"		"YHL038C"		"CBP2" // "YHL038C"	"G3O-31056"
"CBP3"		"YPL215W"		"CBP3" // "YPL215W"	"G3O-34104"
"CBP4"		"YGR174C"		"CBP4" // "YGR174C"	"G3O-30870"
"CBP6"		"YBR120C"		"CBP6" // "YBR120C"	"G3O-29077"
"CBR1"	"CBR5"	"CBR1"		"CBR1" // "CBR5" // "CBR1"	"YIL043C"
"CBS1"		"YDL069C"		"CBS1" // "YDL069C"	"G3O-29481"
"CBS2"		"YDR197W"		"CBS2" // "YDR197W"	"G3O-29783"
"CBT1"		"YKL208W"		"CBT1" // "YKL208W"	"G3O-31967"
"CCA1"		"YER168C"		"CCA1" // "YER168C"	"G3O-30329"
"CCC1"		"YLR220W"		"CCC1" // "YLR220W"	"G3O-32334"
"CCC2"		"YDR270W"		"CCC2" // "YDR270W"	"G3O-29839"
"CCE1"		"YKL011C"		"CCE1" // "YKL011C"	"G3O-31820"
"CCH1"		"YGR217W"		"CCH1" // "YGR217W"	"G3O-30899"
"CCL1"		"YPR025C"		"CCL1" // "YPR025C"	"G3O-34185"
"CCM1"		"YGR150C"		"CCM1" // "YGR150C"	"G3O-30853"
"CCP1"		"CCP1"		"CCP1" // "CCP1"	"YKR066C"
"CCR4"		"YAL021C"		"CCR4" // "YAL021C"	"G3O-28833"
"CCS1"		"YMR038C"		"CCS1" // "YMR038C"	"G3O-32743"
"CCT2"		"YIL142W"		"CCT2" // "YIL142W"	"G3O-31392"
"CCT3"		"YJL014W"		"CCT3" // "YJL014W"	"G3O-31489"
"CCT4"		"YDL143W"		"CCT4" // "YDL143W"	"G3O-29540"
"CCT5"		"YJR064W"		"CCT5" // "YJR064W"	"G3O-31697"
"CCT6"		"YDR188W"		"CCT6" // "YDR188W"	"G3O-29776"
"CCT7"		"YJL111W"		"CCT7" // "YJL111W"	"G3O-31565"
"CCT8"		"YJL008C"		"CCT8" // "YJL008C"	"G3O-31485"
"CCW12"		"YLR110C"		"CCW12" // "YLR110C"	"G3O-32257"
"CCW14"		"YLR390W-A"		"CCW14" // "YLR390W-A"	"G3O-32518"
"CCZ1"		"YBR131W"		"CCZ1" // "YBR131W"	"G3O-29086"
"CDA1"		"CDA1"		"CDA1" // "CDA1"	"YLR307W"
"CDA2"		"CDA2"		"CDA2" // "CDA2"	"YLR308W"
"CDC1"		"YDR182W"		"CDC1" // "YDR182W"	"G3O-29771"
"CDC10"		"YCR002C"		"CDC10" // "YCR002C"	"G3O-29321"
"CDC11"		"YJR076C"		"CDC11" // "YJR076C"	"G3O-31706"
"CDC12"		"YHR107C"		"CDC12" // "YHR107C"	"G3O-31150"
"CDC123"		"YLR215C"		"CDC123" // "YLR215C"	"G3O-32331"
"CDC13"		"YDL220C"		"CDC13" // "YDL220C"	"G3O-29601"
"CDC14"		"YFR028C"		"CDC14" // "YFR028C"	"G3O-30477"
"CDC15"		"YAR019C"		"CDC15" // "YAR019C"	"G3O-28875"
"CDC16"		"YKL022C"		"CDC16" // "YKL022C"	"G3O-31830"
"CDC19"	"PYK1"	"CDC19"		"CDC19" // "PYK1" // "CDC19"	"YAL038W"
"CDC20"		"YGL116W"		"CDC20" // "YGL116W"	"G3O-30614"
"CDC21"	"YOR29-25" // "TMP1" // "CRT9"	"CDC21"		"CDC21" // "YOR29-25" // "TMP1" // "CRT9" // "CDC21"	"YOR074C"
"CDC23"		"YHR166C"		"CDC23" // "YHR166C"	"G3O-31200"
"CDC24"		"YAL041W"		"CDC24" // "YAL041W"	"G3O-28849"
"CDC25"		"YLR310C"		"CDC25" // "YLR310C"	"G3O-32396"
"CDC26"		"YFR036W"		"CDC26" // "YFR036W"	"G3O-30483"
"CDC27"		"YBL084C"		"CDC27" // "YBL084C"	"G3O-28973"
"CDC28"		"YBR160W"		"CDC28" // "YBR160W"	"G3O-29110"
"CDC3"		"YLR314C"		"CDC3" // "YLR314C"	"G3O-32400"
"CDC31"		"YOR257W"		"CDC31" // "YOR257W"	"G3O-33748"
"CDC33"		"YOL139C"		"CDC33" // "YOL139C"	"G3O-33532"
"CDC34"		"YDR054C"		"CDC34" // "YDR054C"	"G3O-29663"
"CDC36"		"YDL165W"		"CDC36" // "YDL165W"	"G3O-29557"
"CDC37"		"YDR168W"		"CDC37" // "YDR168W"	"G3O-29757"
"CDC39"		"YCR093W"		"CDC39" // "YCR093W"	"G3O-29387"
"CDC4"		"YFL009W"		"CDC4" // "YFL009W"	"G3O-30447"
"CDC40"		"YDR364C"		"CDC40" // "YDR364C"	"G3O-29914"
"CDC42"		"YLR229C"		"CDC42" // "YLR229C"	"G3O-32343"
"CDC43"	"CAL1" // "protein geranylgeranyltransferase"	"CDC43"		"CDC43" // "CAL1" // "protein geranylgeranyltransferase" // "CDC43"	"YGL155W"
"CDC45"		"YLR103C"		"CDC45" // "YLR103C"	"G3O-32251"
"CDC48"		"YDL126C"		"CDC48" // "YDL126C"	"G3O-29525"
"CDC5"		"YMR001C"		"CDC5" // "YMR001C"	"G3O-32712"
"CDC50"		"YCR094W"		"CDC50" // "YCR094W"	"G3O-29388"
"CDC53"		"YDL132W"		"CDC53" // "YDL132W"	"G3O-29530"
"CDC55"		"CDC55"		"CDC55" // "CDC55"	"YGL190C"
"CDC6"		"YJL194W"		"CDC6" // "YJL194W"	"G3O-31626"
"CDC60"		"YPL160W"		"CDC60" // "YPL160W"	"G3O-34056"
"CDC65"		"tQ(CUG)M"		"CDC65" // "tQ(CUG)M"	"G3O-32999"
"CDC7"		"YDL017W"		"CDC7" // "YDL017W"	"G3O-29446"
"CDC73"		"YLR418C"		"CDC73" // "YLR418C"	"G3O-32479"
"CDC8"		"CDC8"		"CDC8" // "CDC8"	"YJR057W"
"CDC9"		"YDL164C"		"CDC9" // "YDL164C"	"G3O-29556"
"CDD1"		"CDD1"		"CDD1" // "CDD1"	"YLR245C"
"CDH1"		"YGL003C"		"CDH1" // "YGL003C"	"G3O-30527"
"CDS1"	"CDG1"	"CDS1"		"CDS1" // "CDG1" // "CDS1"	"YBR029C"
"CEF1"		"YMR213W"		"CEF1" // "YMR213W"	"G3O-32896"
"CEG1"		"YGL130W"		"CEG1" // "YGL130W"	"G3O-30626"
"CEM1"		"CEM1"		"CEM1" // "CEM1"	"YER061C"
"CEP3"		"YMR168C"		"CEP3" // "YMR168C"	"G3O-32858"
"CET1"		"YPL228W"		"CET1" // "YPL228W"	"G3O-34116"
"CEX1"		"YOR112W"		"CEX1" // "YOR112W"	"G3O-33641"
"CFD1"		"YIL003W"		"CFD1" // "YIL003W"	"G3O-31282"
"CFT1"		"YDR301W"		"CFT1" // "YDR301W"	"G3O-29861"
"CFT2"		"YLR115W"		"CFT2" // "YLR115W"	"G3O-32260"
"CGI121"		"YML036W"		"CGI121" // "YML036W"	"G3O-32635"
"CGR1"		"YGL029W"		"CGR1" // "YGL029W"	"G3O-30545"
"CHA1"		"CHA1"		"CHA1" // "CHA1"	"YCL064C"
"CHA4"		"YLR098C"		"CHA4" // "YLR098C"	"G3O-32248"
"CHC1"		"YGL206C"		"CHC1" // "YGL206C"	"G3O-30683"
"CHD1"		"YER164W"		"CHD1" // "YER164W"	"G3O-30325"
"CHK1"		"YBR274W"		"CHK1" // "YBR274W"	"G3O-29195"
"CHL1"		"YPL008W"		"CHL1" // "YPL008W"	"G3O-33927"
"CHL4"		"YDR254W"		"CHL4" // "YDR254W"	"G3O-29826"
"CHO1"	"PSS1" // "CDP-diacylglycerol-serine O-phosphatidyltransferase"	"CHO1"		"CHO1" // "PSS1" // "CDP-diacylglycerol-serine O-phosphatidyltransferase" // "CHO1"	"YER026C"
"CHO2"	"PEM1"	"CHO2"		"CHO2" // "PEM1" // "CHO2"	"YGR157W"
"CHS1"	"USA4" // "chitin synthase"	"CHS1"		"CHS1" // "USA4" // "chitin synthase" // "CHS1"	"YNL192W"
"CHS2"		"CHS2"		"CHS2" // "CHS2"	"YBR038W"
"CHS3"	"KTI2" // "DIT101" // "CSD2" // "CAL1" // "chitin synthase"	"CHS3"		"CHS3" // "KTI2" // "DIT101" // "CSD2" // "CAL1" // "chitin synthase" // "CHS3"	"YBR023C"
"CHS5"	"CAL3"	"CHS5"		"CHS5" // "CAL3" // "CHS5"	"YLR330W"
"CHS6"		"YJL099W"		"CHS6" // "YJL099W"	"G3O-31554"
"CHS7"		"YHR142W"		"CHS7" // "YHR142W"	"G3O-31178"
"CHZ1"		"YER030W"		"CHZ1" // "YER030W"	"G3O-30211"
"CIA1"		"YDR267C"		"CIA1" // "YDR267C"	"G3O-29837"
"CIA2"		"YHR122W"		"CIA2" // "YHR122W"	"G3O-31164"
"CIC1"		"YHR052W"		"CIC1" // "YHR052W"	"G3O-31106"
"CIK1"		"YMR198W"		"CIK1" // "YMR198W"	"G3O-32885"
"CIN1"		"YOR349W"		"CIN1" // "YOR349W"	"G3O-33821"
"CIN2"		"YPL241C"		"CIN2" // "YPL241C"	"G3O-34127"
"CIN4"		"YMR138W"		"CIN4" // "YMR138W"	"G3O-32831"
